cod;nm_categoria;de_categoria
T19;T19   Corpo estranho no trato geniturinario;Corpo estranho no trato geniturinário
T20;T20   Queim e corrosao da cabeca e pescoco;Queimadura e corrosão da cabeça e pescoço
T21;T21   Queim e corrosao do tronco;Queimadura e corrosão do tronco
T22;T22   Queim corrosao ombro membr sup exc punho mao;Queimadura e corrosão do ombro e membro superior, exceto punho e mão
T23;T23   Queim e corrosao do punho e da mao;Queimadura e corrosão do punho e da mão
T24;T24   Queim corros quadr membro inf exc tornoz pe;Queimadura e corrosão do quadril e membro inferior, exceto tornozelo e do pé
T25;T25   Queim e corrosao do tornozelo e do pe;Queimadura e corrosão do tornozelo e do pé
T26;T26   Queim e corrosao limitadas ao olho e anexos;Queimadura e corrosão limitadas ao olho e seus anexos
T27;T27   Queim e corrosao do trato respirat;Queimadura e corrosão do trato respiratório
T28;T28   Queim e corrosao de outr orgaos internos;Queimadura e corrosão de outros órgãos internos
T29;T29   Queim e corrosoes de mult regioes do corpo;Queimaduras e corrosões de múltiplas regiões do corpo
T30;T30   Queim e corrosao parte NE do corpo;Queimadura e corrosão, parte não especificada do corpo
T31;T31   Queim classif seg ext superf corporal ating;Queimaduras classificadas segundo a extensão da superfície corporal atingida
T32;T32   Corrosoes classif seg ext superf corp ating;Corrosões classificadas segundo a extensão da superfície corporal atingida
T33;T33   Geladura superf;Geladura superficial
T34;T34   Geladura c/necrose de tec;Geladura com necrose de tecidos
T35;T35   Geladura de mult partes do corpo e das NE;Geladura de múltiplas partes do corpo e das não especificadas
T36;T36   Intox p/antibioticos sistemicos;Intoxicação por antibióticos sistêmicos
T37;T37   Intox outr subst antiinfecc antiparasit sist;Intoxicação por outras substâncias antiinfecciosas ou antiparasitárias sistêmicas
T38;T38   Intox p/hormonios seus subst sint antag NCOP;Intoxicação por hormônios, seus substitutos sintéticos e seus antagonistas não classificados em outra parte
T39;T39   Intox analges antipiret anti-reumat n-opiac;Intoxicação por analgésicos, antipiréticos e anti-reumáticos não-opiáceos
T40;T40   Intox p/narcoticos e psicodislepticos;Intoxicação por narcóticos e psicodislépticos [alucinógenos]
T41;T41   Intox p/anestesicos e gases terapeuticos;Intoxicação por anestésicos e gases terapêuticos
T42;T42   Intox antiepilept sedativ-hipnot antiparkins;Intoxicação por antiepilépticos, sedativos-hipnóticos e antiparkinsonianos
T43;T43   Intox p/drogas psicotropicas NCOP;Intoxicação por drogas psicotrópicas não classificadas em outra parte
T44;T44   Intox p/drog q afet princ sist nerv autonomo;Intoxicação por drogas que afetam principalmente o sistema nervoso autônomo
T45;T45   Intox subst acao ess sist subst hematol NCOP;Intoxicação por substâncias de ação essencialmente sistêmica e substâncias hematológicas, não classificadas em outra parte
T46;T46   Intox subst que atuam prim sobre ap circul;Intoxicação por substâncias que atuam primariamente sobre o aparelho circulatório
T47;T47   Intox p/subst que atuam prim s/ap gastroint;Intoxicação por substâncias que atuam primariamente sobre o aparelho gastrointestinal
T48;T48   Intox subst q at prim musc lisos esq ap resp;Intoxicação por substâncias que atuam primariamente sobre os músculos lisos e esqueléticos e sobre o aparelho respiratório
T49;T49   Int subs uso top pel muc med ut oft otor odo;Intoxicação por substâncias de uso tópico que atuam primariamente sobre a pele e as mucosas e por medicamentos utilizados em oftalmologia, otorrinolaringologia e odontologia
T50;T50   Intox diuret out drog medic subst biolog NE;Intoxicação por diuréticos e outras drogas, medicamentos e substâncias biológicas e as não especificadas
T51;T51   Efeito toxico do alcool;Efeito tóxico do álcool
T52;T52   Efeito toxico de solventes organicos;Efeito tóxico de solventes orgânicos
T53;T53   Efeito tox deriv halog hidrocarb alif aromat;Efeito tóxico de derivados halogênicos de hidrocarbonetos alifáticos e aromáticos
T54;T54   Efeito toxico de corrosivos;Efeito tóxico de corrosivos
T55;T55   Efeito toxico de saboes e detergentes;Efeito tóxico de sabões e detergentes
T56;T56   Efeito toxico de metais;Efeito tóxico de metais
T57;T57   Efeito toxico de outr subst inorganicas;Efeito tóxico de outras substâncias inorgânicas
T58;T58   Efeito toxico de monoxido de carbono;Efeito tóxico do monóxido de carbono
T59;T59   Efeito toxico de outr gases fumacas vapores;Efeito tóxico de outros gases, fumaças e vapores
T60;T60   Efeito toxico de pesticidas;Efeito tóxico de pesticidas
T61;T61   Efeito tox subst nocivas cons como fruto mar;Efeito tóxico de substâncias nocivas consumidas como fruto do mar
T62;T62   Efeito tox outr subst noc inger como aliment;Efeito tóxico de outras substâncias nocivas ingeridas como alimento
T63;T63   Efeito toxico de contato c/animais venenosos;Efeito tóxico de contato com animais venenosos
T64;T64   Efeito tox aflatox outr micotox contam alim;Efeito tóxico da aflatoxina e de outras micotoxinas contaminantes de alimentos
T65;T65   Efeito toxico de outr subst e as NE;Efeito tóxico de outras substâncias e as não especificadas
T66;T66   Efeitos NE de radiacao;Efeitos não especificados de radiação
T67;T67   Efeitos do calor e da luz;Efeitos do calor e da luz
T68;T68   Hipotermia;Hipotermia
T69;T69   Outr efeitos da temperatura reduzida;Outros efeitos da temperatura reduzida
T70;T70   Efeitos pressao atmosferica e pressao agua;Efeitos da pressão atmosférica e da pressão da água
T71;T71   Asfixia;Asfixia
T73;T73   Efeitos de outr privacoes;Efeitos de outras privações
T74;T74   Sindr de maus tratos;Síndromes de maus tratos
T75;T75   Efeitos de outr causas externas;Efeitos de outras causas externas
T78;T78   Efeitos adversos NCOP;Efeitos adversos não classificados em outra parte
T79;T79   Algumas complic precoces dos traum NCOP;Algumas complicações precoces dos traumatismos não classificadas em outra parte
T80;T80   Complic conseq infus transfus injecao terap;Complicações conseqüentes à infusão, transfusão ou injeção terapêutica
T81;T81   Complic de proced NCOP;Complicações de procedimentos não classificadas em outra parte
T82;T82   Complic disp prot impl enxert card e vasc;Complicações de dispositivos protéticos, implantes e enxertos cardíacos e vasculares
T83;T83   Complic disp prot impl enx geniturin int;Complicações de dispositivos protéticos, implantes e enxertos geniturinários internos
T84;T84   Complic disp prot impl enx ortopedicos int;Complicações de dispositivos protéticos, implantes e enxertos ortopédicos internos
T85;T85   Complic outr disp proteticos impl enx int;Complicações de outros dispositivos protéticos, implantes e enxertos internos
T86;T86   Falha rejeicao orgaos e tec transplantados;Falha e rejeição de órgãos e tecidos transplantados
T87;T87   Complic proprias de reimplante e amput;Complicações próprias de reimplante e amputação
T88;T88   Outr complic cuidados medicos cirurg NCOP;Outras complicações de cuidados médicos e cirúrgicos não classificadas em outra parte
T90;T90   Sequelas de traum da cabeca;Seqüelas de traumatismo da cabeça
T91;T91   Sequelas de traum do pescoco e do tronco;Seqüelas de traumatismos do pescoço e do tronco
T92;T92   Sequelas de traum do membro super;Seqüelas de traumatismos do membro superior
T93;T93   Sequelas de traum do membro infer;Seqüelas de traumatismos do membro inferior
T94;T94   Sequelas traum envolv mult reg corpo e NE;Seqüelas de traumatismos envolvendo múltiplas regiões do corpo e as não especificadas
T95;T95   Sequelas de queim corrosoes e geladuras;Seqüelas de queimaduras, corrosões e geladuras
T96;T96   Sequelas intox drog medic subst biolog;Seqüelas de intoxicação por drogas, medicamentos e substâncias biológicas
T97;T97   Sequelas efeit tox subst orig pred nao-medic;Seqüelas de efeitos tóxicos de substâncias de origem predominantemente não-medicinal
T98;T98   Sequelas outr efeitos causas externas e NE;Seqüelas de outros efeitos de causas externas e dos não especificados
V01;V01   Pedestre traum colis veic a pedal;Pedestre traumatizado em colisão com um veículo a pedal
V02;V02   Pedestre traum colis veic motor 2 3 rodas;Pedestre traumatizado em colisão com um veículo a motor de duas ou três rodas
V03;V03   Pedestre traum colis automov pickup caminhon;"Pedestre traumatizado em colisão com um automóvel [carro], ""pick up"" ou caminhonete"
V04;V04   Pedestre traum colis veic transp pesado onib;Pedestre traumatizado em colisão com um veículo de transporte pesado ou com um ônibus
V05;V05   Pedestre traum colis trem veic ferroviario;Pedestre traumatizado em colisão com trem [comboio] ou um veículo ferroviário
V06;V06   Pedestre traum colis outr veic nao-motoriz;Pedestre traumatizado em colisão com outro veículo não-motorizado
V09;V09   Pedestre traum outr acid transp e NE;Pedestre traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados
V10;V10   Ciclista traum colis pedestre animal;Ciclista traumatizado em colisão com um pedestre ou um animal
V11;V11   Ciclista traum colis outr veic a pedal;Ciclista traumatizado em colisão com outro veículo a pedal
V12;V12   Ciclista traum colis veic motor 2 3 rodas;Ciclista traumatizado em colisão com um veículo a motor de duas ou três rodas
V13;V13   Ciclista traum colis automov pickup caminhon;"Ciclista traumatizado em colisão com um automóvel, ""pick up"" ou caminhonete"
V14;V14   Ciclis traum colis veic transp pesado onibus;Ciclista traumatizado em colisão com um veículo de transporte pesado ou um ônibus
V15;V15   Ciclista traum colis trem veic ferroviario;Ciclista traumatizado em colisão com um trem ou um veículo ferroviário
V16;V16   Ciclista traum colis outr veic nao-motoriz;Ciclista traumatizado em colisão com outro veículo não-motorizado
V17;V17   Ciclista traum colis objeto fixo ou parado;Ciclista traumatizado em colisão com um objeto fixo ou parado
V18;V18   Ciclista traum acid transp s/colis;Ciclista traumatizado em um acidente de transporte sem colisão
V19;V19   Ciclista traum acid transp e NE;Ciclista traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados
V20;V20   Motociclista traum colis pedestre animal;Motociclista traumatizado em colisão com um pedestre ou um animal
V21;V21   Motociclista traum colis veic pedal;Motociclista traumatizado em colisão com um veículo a pedal
V22;V22   Motocicl traum colis veic motor 2 3 rodas;Motociclista traumatizado em colisão com um veículo a motor de duas ou três rodas
V23;V23   Motocicl traum colis automov pickup caminhon;"Motociclista traumatizado em colisão com um automóvel [carro], ""pick up"" ou caminhonete"
V24;V24   Motocicl traum colis veic transp pesado onib;Motociclista traumatizado em colisão com um veículo de transporte pesado ou um ônibus
V25;V25   Motociclista traum colis trem veic ferrov;Motociclista traumatizado em colisão com um trem ou um veículo ferroviário
V26;V26   Motocicl traum colis outr veic nao-motoriz;Motociclista traumatizado em colisão com outro veículo não-motorizado
V27;V27   Motocicl traum colis objeto fixo parado;Motociclista traumatizado em colisão com um objeto fixo ou parado
V28;V28   Motociclista traum acid transp s/colis;Motociclista traumatizado em um acidente de transporte sem colisão
V29;V29   Motociclista traum outr acid transp e NE;Motociclista traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados
V30;V30   Ocup tricicl mot traum colis pedestre animal;Ocupante de um triciclo motorizado traumatizado em colisão com um pedestre ou um animal
V31;V31   Ocup tricicl motoriz traum colis veic pedal;Ocupante de um triciclo motorizado traumatizado em colisão com um veículo a pedal
V32;V32   Ocup tric mot traum col out veic mot 2 3 rod;Ocupante de um triciclo motorizado traumatizado em colisão com outro veículo a motor de duas ou três rodas
V33;V33   Ocup tric mot traum col auto pickup caminhon;"Ocupante de um triciclo motorizado traumatizado em colisão com um automóvel, ""pick up"" ou caminhonete"
V34;V34   Ocup tric mot traum col veic transp pes onib;Ocupante de um triciclo motorizado traumatizado em colisão com um veículo de transporte pesado ou um ônibus
V35;V35   Ocup tricic mot traum colis trem veic ferrov;Ocupante de um triciclo motorizado traumatizado em colisão com um trem [comboio] ou um veículo ferroviário
V36;V36   Ocup tric mot traum colis outr veic n-motor;Ocupante de um triciclo motorizado traumatizado em colisão com outro veículo não-motorizado
V37;V37   Ocup tricic mot traum colis obj fixo parado;Ocupante de um triciclo motorizado traumatizado em colisão com um objeto fixo ou parado
V38;V38   Ocup tricic motor traum acid transp s/colis;Ocupante de um triciclo motorizado traumatizado em um acidente de transporte sem colisão
V39;V39   Ocup tricicl mot traum outr acid transp e NE;Ocupante de um triciclo motorizado traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados
V40;V40   Ocup automovel traum colis pedestre animal;Ocupante de um automóvel [carro] traumatizado em colisão com um pedestre ou um animal
V41;V41   Ocup automovel traum colis veic a pedal;Ocupante de um automóvel [carro] traumatizado em colisão com um veículo a pedal
V42;V42   Ocup autotraum colis outr veic mot 2 3 rodas;Ocupante de um automóvel [carro] traumatizado em colisão com outro veículo a motor de duas ou três rodas
V43;V43   Ocup automov traum col auto pickup caminhon;"Ocupante de um automóvel [carro] traumatizado em colisão com um automóvel [carro], ""pick up"" ou caminhonete"
